"確定病名","發病年份","發病週別","縣市","性別","是否為境外移入","年齡層","確定病例數","鄉鎮"
"嚴重特殊傳染性肺炎","2020","51","空值","F","是","40-44",1,"空值"
"嚴重特殊傳染性肺炎","2020","51","空值","F","是","45-49",1,"空值"
"嚴重特殊傳染性肺炎","2020","51","空值","M","是","20-24",4,"空值"
"嚴重特殊傳染性肺炎","2020","51","空值","M","是","25-29",3,"空值"
"嚴重特殊傳染性肺炎","2020","51","空值","M","是","30-34",1,"空值"
"嚴重特殊傳染性肺炎","2020","51","空值","M","是","35-39",2,"空值"
"嚴重特殊傳染性肺炎","2020","51","空值","M","是","40-44",1,"空值"
"嚴重特殊傳染性肺炎","2020","51","空值","M","是","50-54",1,"空值"
"嚴重特殊傳染性肺炎","2020","51","空值","M","是","55-59",1,"空值"
"嚴重特殊傳染性肺炎","2020","51","空值","M","是","65-69",1,"空值"
"嚴重特殊傳染性肺炎","2020","51","桃園市","F","否","30-34",1,"龜山區"
"嚴重特殊傳染性肺炎","2020","52","空值","F","是","20-24",1,"空值"
"嚴重特殊傳染性肺炎","2020","52","空值","F","是","25-29",2,"空值"
"嚴重特殊傳染性肺炎","2020","52","空值","F","是","30-34",3,"空值"
"嚴重特殊傳染性肺炎","2020","52","空值","F","是","35-39",1,"空值"
"嚴重特殊傳染性肺炎","2020","52","空值","M","是","20-24",1,"空值"
"嚴重特殊傳染性肺炎","2020","52","空值","M","是","25-29",6,"空值"
"嚴重特殊傳染性肺炎","2020","52","空值","M","是","30-34",3,"空值"
"嚴重特殊傳染性肺炎","2020","52","空值","M","是","40-44",1,"空值"
"嚴重特殊傳染性肺炎","2020","52","空值","M","是","45-49",1,"空值"
"嚴重特殊傳染性肺炎","2020","52","空值","M","是","65-69",1,"空值"
"嚴重特殊傳染性肺炎","2020","52","空值","M","是","70+",2,"空值"
"嚴重特殊傳染性肺炎","2020","53","空值","F","是","20-24",3,"空值"
"嚴重特殊傳染性肺炎","2020","53","空值","F","是","25-29",5,"空值"
"嚴重特殊傳染性肺炎","2020","53","空值","F","是","30-34",2,"空值"
"嚴重特殊傳染性肺炎","2020","53","空值","F","是","35-39",1,"空值"
"嚴重特殊傳染性肺炎","2020","53","空值","F","是","40-44",2,"空值"
"嚴重特殊傳染性肺炎","2020","53","空值","F","是","70+",1,"空值"
"嚴重特殊傳染性肺炎","2020","53","空值","M","是","15-19",2,"空值"
"嚴重特殊傳染性肺炎","2020","53","空值","M","是","20-24",3,"空值"
"嚴重特殊傳染性肺炎","2020","53","空值","M","是","25-29",4,"空值"
"嚴重特殊傳染性肺炎","2020","53","空值","M","是","30-34",2,"空值"
"嚴重特殊傳染性肺炎","2020","53","空值","M","是","35-39",3,"空值"
"嚴重特殊傳染性肺炎","2020","53","空值","M","是","40-44",1,"空值"
"嚴重特殊傳染性肺炎","2020","53","空值","M","是","65-69",1,"空值"
"嚴重特殊傳染性肺炎","2020","6","台中市","F","否","55-59",1,"太平區"
"嚴重特殊傳染性肺炎","2020","6","空值","M","是","20-24",1,"空值"
"嚴重特殊傳染性肺炎","2020","6","空值","M","是","45-49",1,"空值"
"嚴重特殊傳染性肺炎","2020","6","空值","M","是","50-54",1,"空值"
"嚴重特殊傳染性肺炎","2020","6","新北市","F","否","70+",1,"新店區"
"嚴重特殊傳染性肺炎","2020","6","新北市","M","否","70+",1,"新店區"
"嚴重特殊傳染性肺炎","2020","6","彰化縣","F","否","70+",1,"彰化市"
"嚴重特殊傳染性肺炎","2020","7","彰化縣","M","否","55-59",1,"彰化市"
"嚴重特殊傳染性肺炎","2020","8","空值","F","是","65-69",1,"空值"
"嚴重特殊傳染性肺炎","2020","8","桃園市","F","否","25-29",1,"龜山區"
"嚴重特殊傳染性肺炎","2020","8","桃園市","F","否","55-59",2,"龜山區"
"嚴重特殊傳染性肺炎","2020","8","桃園市","F","否","55-59",1,"蘆竹區"
"嚴重特殊傳染性肺炎","2020","8","新北市","F","否","40-44",1,"林口區"
"嚴重特殊傳染性肺炎","2020","9","台中市","M","否","50-54",1,"北屯區"
"嚴重特殊傳染性肺炎","2020","9","空值","F","是","35-39",1,"空值"
"嚴重特殊傳染性肺炎","2020","9","空值","F","是","70+",1,"空值"
"嚴重特殊傳染性肺炎","2020","9","空值","M","是","30-34",1,"空值"
"嚴重特殊傳染性肺炎","2020","9","桃園市","F","否","25-29",1,"桃園區"
"嚴重特殊傳染性肺炎","2020","9","桃園市","F","否","40-44",1,"龜山區"
"嚴重特殊傳染性肺炎","2020","9","桃園市","F","否","55-59",1,"蘆竹區"
"嚴重特殊傳染性肺炎","2020","9","新北市","F","否","30-34",1,"中和區"
"嚴重特殊傳染性肺炎","2020","9","新北市","M","否","10-14",1,"新店區"
"嚴重特殊傳染性肺炎","2020","9","新北市","M","否","50-54",1,"中和區"
"嚴重特殊傳染性肺炎","2021","1","空值","F","是","10-14",1,"空值"
"嚴重特殊傳染性肺炎","2021","1","空值","F","是","20-24",1,"空值"
"嚴重特殊傳染性肺炎","2021","1","空值","F","是","25-29",2,"空值"
"嚴重特殊傳染性肺炎","2021","1","空值","F","是","35-39",2,"空值"
"嚴重特殊傳染性肺炎","2021","1","空值","F","是","40-44",3,"空值"
"嚴重特殊傳染性肺炎","2021","1","空值","F","是","5-9",1,"空值"
"嚴重特殊傳染性肺炎","2021","1","空值","M","是","10-14",1,"空值"
"嚴重特殊傳染性肺炎","2021","1","空值","M","是","20-24",2,"空值"
"嚴重特殊傳染性肺炎","2021","1","空值","M","是","25-29",2,"空值"
"嚴重特殊傳染性肺炎","2021","1","空值","M","是","30-34",2,"空值"
"嚴重特殊傳染性肺炎","2021","1","空值","M","是","35-39",3,"空值"
"嚴重特殊傳染性肺炎","2021","1","空值","M","是","40-44",1,"空值"
"嚴重特殊傳染性肺炎","2021","1","空值","M","是","45-49",1,"空值"
"嚴重特殊傳染性肺炎","2021","1","空值","M","是","50-54",2,"空值"
"嚴重特殊傳染性肺炎","2021","1","桃園市","F","否","20-24",1,"蘆竹區"
"嚴重特殊傳染性肺炎","2021","1","桃園市","M","否","30-34",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","10","空值","F","是","25-29",1,"空值"
"嚴重特殊傳染性肺炎","2021","10","空值","F","是","35-39",1,"空值"
"嚴重特殊傳染性肺炎","2021","10","空值","F","是","40-44",1,"空值"
"嚴重特殊傳染性肺炎","2021","10","空值","F","是","45-49",1,"空值"
"嚴重特殊傳染性肺炎","2021","10","空值","M","是","20-24",2,"空值"
"嚴重特殊傳染性肺炎","2021","10","空值","M","是","25-29",4,"空值"
"嚴重特殊傳染性肺炎","2021","10","空值","M","是","30-34",3,"空值"
"嚴重特殊傳染性肺炎","2021","10","空值","M","是","40-44",1,"空值"
"嚴重特殊傳染性肺炎","2021","10","空值","M","是","50-54",1,"空值"
"嚴重特殊傳染性肺炎","2021","10","空值","M","是","55-59",2,"空值"
"嚴重特殊傳染性肺炎","2021","11","空值","F","是","20-24",1,"空值"
"嚴重特殊傳染性肺炎","2021","11","空值","F","是","25-29",1,"空值"
"嚴重特殊傳染性肺炎","2021","11","空值","F","是","30-34",3,"空值"
"嚴重特殊傳染性肺炎","2021","11","空值","F","是","50-54",1,"空值"
"嚴重特殊傳染性肺炎","2021","11","空值","M","是","20-24",2,"空值"
"嚴重特殊傳染性肺炎","2021","11","空值","M","是","30-34",2,"空值"
"嚴重特殊傳染性肺炎","2021","11","空值","M","是","35-39",3,"空值"
"嚴重特殊傳染性肺炎","2021","12","空值","F","是","25-29",1,"空值"
"嚴重特殊傳染性肺炎","2021","12","空值","F","是","3",1,"空值"
"嚴重特殊傳染性肺炎","2021","12","空值","F","是","35-39",2,"空值"
"嚴重特殊傳染性肺炎","2021","12","空值","M","是","20-24",4,"空值"
"嚴重特殊傳染性肺炎","2021","12","空值","M","是","25-29",7,"空值"
"嚴重特殊傳染性肺炎","2021","12","空值","M","是","30-34",1,"空值"
"嚴重特殊傳染性肺炎","2021","12","空值","M","是","35-39",3,"空值"
"嚴重特殊傳染性肺炎","2021","12","空值","M","是","45-49",1,"空值"
"嚴重特殊傳染性肺炎","2021","12","空值","M","是","60-64",1,"空值"
"嚴重特殊傳染性肺炎","2021","13","空值","F","是","20-24",2,"空值"
"嚴重特殊傳染性肺炎","2021","13","空值","F","是","25-29",2,"空值"
"嚴重特殊傳染性肺炎","2021","13","空值","F","是","30-34",3,"空值"
"嚴重特殊傳染性肺炎","2021","13","空值","F","是","40-44",1,"空值"
"嚴重特殊傳染性肺炎","2021","13","空值","F","是","55-59",1,"空值"
"嚴重特殊傳染性肺炎","2021","13","空值","M","是","15-19",1,"空值"
"嚴重特殊傳染性肺炎","2021","13","空值","M","是","20-24",8,"空值"
"嚴重特殊傳染性肺炎","2021","13","空值","M","是","25-29",2,"空值"
"嚴重特殊傳染性肺炎","2021","13","空值","M","是","30-34",1,"空值"
"嚴重特殊傳染性肺炎","2021","13","空值","M","是","35-39",2,"空值"
"嚴重特殊傳染性肺炎","2021","13","空值","M","是","40-44",2,"空值"
"嚴重特殊傳染性肺炎","2021","13","空值","M","是","45-49",1,"空值"
"嚴重特殊傳染性肺炎","2021","13","空值","M","是","50-54",1,"空值"
"嚴重特殊傳染性肺炎","2021","13","空值","M","是","70+",1,"空值"
"嚴重特殊傳染性肺炎","2021","14","空值","F","是","20-24",2,"空值"
"嚴重特殊傳染性肺炎","2021","14","空值","F","是","25-29",2,"空值"
"嚴重特殊傳染性肺炎","2021","14","空值","M","是","20-24",2,"空值"
"嚴重特殊傳染性肺炎","2021","14","空值","M","是","30-34",1,"空值"
"嚴重特殊傳染性肺炎","2021","14","空值","M","是","40-44",1,"空值"
"嚴重特殊傳染性肺炎","2021","14","新北市","F","否","65-69",1,"新莊區"
"嚴重特殊傳染性肺炎","2021","15","台北市","F","否","45-49",1,"萬華區"
"嚴重特殊傳染性肺炎","2021","15","空值","F","是","25-29",1,"空值"
"嚴重特殊傳染性肺炎","2021","15","空值","F","是","30-34",3,"空值"
"嚴重特殊傳染性肺炎","2021","15","空值","F","是","60-64",1,"空值"
"嚴重特殊傳染性肺炎","2021","15","空值","M","是","20-24",1,"空值"
"嚴重特殊傳染性肺炎","2021","15","空值","M","是","25-29",1,"空值"
"嚴重特殊傳染性肺炎","2021","15","空值","M","是","30-34",1,"空值"
"嚴重特殊傳染性肺炎","2021","15","空值","M","是","35-39",1,"空值"
"嚴重特殊傳染性肺炎","2021","15","空值","M","是","40-44",1,"空值"
"嚴重特殊傳染性肺炎","2021","15","空值","M","是","45-49",1,"空值"
"嚴重特殊傳染性肺炎","2021","15","空值","M","是","50-54",2,"空值"
"嚴重特殊傳染性肺炎","2021","15","空值","M","是","55-59",1,"空值"
"嚴重特殊傳染性肺炎","2021","15","空值","M","是","60-64",1,"空值"
"嚴重特殊傳染性肺炎","2021","15","空值","M","是","70+",1,"空值"
"嚴重特殊傳染性肺炎","2021","15","新北市","M","否","45-49",1,"三重區"
"嚴重特殊傳染性肺炎","2021","16","台北市","F","否","50-54",1,"萬華區"
"嚴重特殊傳染性肺炎","2021","16","空值","F","是","20-24",1,"空值"
"嚴重特殊傳染性肺炎","2021","16","空值","F","是","25-29",3,"空值"
"嚴重特殊傳染性肺炎","2021","16","空值","F","是","30-34",1,"空值"
"嚴重特殊傳染性肺炎","2021","16","空值","F","是","40-44",1,"空值"
"嚴重特殊傳染性肺炎","2021","16","空值","M","是","20-24",2,"空值"
"嚴重特殊傳染性肺炎","2021","16","空值","M","是","25-29",1,"空值"
"嚴重特殊傳染性肺炎","2021","16","空值","M","是","30-34",2,"空值"
"嚴重特殊傳染性肺炎","2021","16","空值","M","是","35-39",5,"空值"
"嚴重特殊傳染性肺炎","2021","16","空值","M","是","40-44",5,"空值"
"嚴重特殊傳染性肺炎","2021","16","空值","M","是","45-49",4,"空值"
"嚴重特殊傳染性肺炎","2021","16","空值","M","是","50-54",1,"空值"
"嚴重特殊傳染性肺炎","2021","16","空值","M","是","55-59",1,"空值"
"嚴重特殊傳染性肺炎","2021","16","空值","M","是","70+",1,"空值"
"嚴重特殊傳染性肺炎","2021","16","桃園市","M","否","15-19",1,"蘆竹區"
"嚴重特殊傳染性肺炎","2021","16","桃園市","M","否","70+",1,"桃園區"
"嚴重特殊傳染性肺炎","2021","17","台北市","F","否","3",1,"大安區"
"嚴重特殊傳染性肺炎","2021","17","台北市","F","否","35-39",1,"中山區"
"嚴重特殊傳染性肺炎","2021","17","台北市","F","否","35-39",1,"萬華區"
"嚴重特殊傳染性肺炎","2021","17","台北市","F","否","45-49",1,"內湖區"
"嚴重特殊傳染性肺炎","2021","17","台北市","F","否","55-59",1,"萬華區"
"嚴重特殊傳染性肺炎","2021","17","台北市","F","否","60-64",1,"萬華區"
"嚴重特殊傳染性肺炎","2021","17","台北市","M","否","1",1,"大安區"
"嚴重特殊傳染性肺炎","2021","17","台北市","M","否","65-69",1,"中正區"
"嚴重特殊傳染性肺炎","2021","17","台北市","M","否","70+",1,"萬華區"
"嚴重特殊傳染性肺炎","2021","17","空值","F","是","20-24",2,"空值"
"嚴重特殊傳染性肺炎","2021","17","空值","F","是","25-29",3,"空值"
"嚴重特殊傳染性肺炎","2021","17","空值","F","是","70+",1,"空值"
"嚴重特殊傳染性肺炎","2021","17","空值","M","是","20-24",1,"空值"
"嚴重特殊傳染性肺炎","2021","17","空值","M","是","25-29",4,"空值"
"嚴重特殊傳染性肺炎","2021","17","空值","M","是","30-34",2,"空值"
"嚴重特殊傳染性肺炎","2021","17","空值","M","是","35-39",3,"空值"
"嚴重特殊傳染性肺炎","2021","17","空值","M","是","40-44",4,"空值"
"嚴重特殊傳染性肺炎","2021","17","空值","M","是","45-49",1,"空值"
"嚴重特殊傳染性肺炎","2021","17","空值","M","是","50-54",2,"空值"
"嚴重特殊傳染性肺炎","2021","17","空值","M","是","55-59",1,"空值"
"嚴重特殊傳染性肺炎","2021","17","桃園市","F","否","15-19",1,"蘆竹區"
"嚴重特殊傳染性肺炎","2021","17","桃園市","F","否","20-24",1,"中壢區"
"嚴重特殊傳染性肺炎","2021","17","桃園市","F","否","40-44",1,"龜山區"
"嚴重特殊傳染性肺炎","2021","17","桃園市","F","否","45-49",1,"蘆竹區"
"嚴重特殊傳染性肺炎","2021","17","桃園市","M","否","10-14",1,"蘆竹區"
"嚴重特殊傳染性肺炎","2021","17","桃園市","M","否","25-29",1,"大園區"
"嚴重特殊傳染性肺炎","2021","17","基隆市","M","否","65-69",1,"暖暖區"
"嚴重特殊傳染性肺炎","2021","17","新北市","F","否","30-34",1,"永和區"
"嚴重特殊傳染性肺炎","2021","17","新北市","F","否","50-54",1,"板橋區"
"嚴重特殊傳染性肺炎","2021","17","新北市","F","否","60-64",1,"永和區"
"嚴重特殊傳染性肺炎","2021","17","新北市","F","否","60-64",1,"淡水區"
"嚴重特殊傳染性肺炎","2021","17","新北市","F","否","65-69",1,"三重區"
"嚴重特殊傳染性肺炎","2021","17","新北市","F","否","65-69",1,"板橋區"
"嚴重特殊傳染性肺炎","2021","17","新北市","M","否","20-24",1,"三重區"
"嚴重特殊傳染性肺炎","2021","17","新北市","M","否","30-34",1,"永和區"
"嚴重特殊傳染性肺炎","2021","17","新北市","M","否","40-44",1,"蘆洲區"
"嚴重特殊傳染性肺炎","2021","17","新北市","M","否","65-69",1,"永和區"
"嚴重特殊傳染性肺炎","2021","17","新北市","M","否","70+",1,"土城區"
"嚴重特殊傳染性肺炎","2021","18","台北市","F","否","25-29",1,"信義區"
"嚴重特殊傳染性肺炎","2021","18","台北市","F","否","35-39",1,"萬華區"
"嚴重特殊傳染性肺炎","2021","18","台北市","F","否","40-44",1,"中山區"
"嚴重特殊傳染性肺炎","2021","18","台北市","F","否","45-49",1,"萬華區"
"嚴重特殊傳染性肺炎","2021","18","台北市","F","否","50-54",1,"內湖區"
"嚴重特殊傳染性肺炎","2021","18","台北市","F","否","50-54",5,"萬華區"
"嚴重特殊傳染性肺炎","2021","18","台北市","F","否","55-59",1,"北投區"
"嚴重特殊傳染性肺炎","2021","18","台北市","F","否","55-59",7,"萬華區"
"嚴重特殊傳染性肺炎","2021","18","台北市","F","否","60-64",3,"萬華區"
"嚴重特殊傳染性肺炎","2021","18","台北市","F","否","65-69",3,"萬華區"
"嚴重特殊傳染性肺炎","2021","18","台北市","F","否","70+",1,"文山區"
"嚴重特殊傳染性肺炎","2021","18","台北市","M","否","10-14",1,"文山區"
"嚴重特殊傳染性肺炎","2021","18","台北市","M","否","25-29",1,"萬華區"
"嚴重特殊傳染性肺炎","2021","18","台北市","M","否","35-39",1,"萬華區"
"嚴重特殊傳染性肺炎","2021","18","台北市","M","否","40-44",1,"萬華區"
"嚴重特殊傳染性肺炎","2021","18","台北市","M","否","55-59",1,"南港區"
"嚴重特殊傳染性肺炎","2021","18","台北市","M","否","55-59",1,"萬華區"
"嚴重特殊傳染性肺炎","2021","18","台北市","M","否","60-64",1,"北投區"
"嚴重特殊傳染性肺炎","2021","18","台北市","M","否","60-64",1,"信義區"
"嚴重特殊傳染性肺炎","2021","18","台北市","M","否","65-69",2,"中正區"
"嚴重特殊傳染性肺炎","2021","18","台北市","M","否","65-69",2,"萬華區"
