"確定病名","個案研判日","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數"
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","永靖鄉","男","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","永靖鄉","男","否","60-64",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","田中鎮","男","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","田中鎮","男","否","60-64",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","田尾鄉","男","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","田尾鄉","男","否","60-64",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","竹塘鄉","男","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","竹塘鄉","男","否","60-64",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","伸港鄉","男","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","伸港鄉","男","否","60-64",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","秀水鄉","男","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","秀水鄉","男","否","60-64",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","其他","男","否","55-59",28
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","其他","男","否","60-64",28
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","和美鎮","男","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","和美鎮","男","否","60-64",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","社頭鄉","男","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","社頭鄉","男","否","60-64",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","芳苑鄉","男","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","芳苑鄉","男","否","60-64",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","花壇鄉","男","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","花壇鄉","男","否","60-64",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","芬園鄉","男","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","芬園鄉","男","否","60-64",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","埔心鄉","男","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","埔心鄉","男","否","60-64",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","埔鹽鄉","男","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","埔鹽鄉","男","否","60-64",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","埤頭鄉","男","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","埤頭鄉","男","否","60-64",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","鹿港鎮","男","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","鹿港鎮","男","否","60-64",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","溪州鄉","男","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","溪州鄉","男","否","60-64",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","溪湖鎮","男","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","溪湖鎮","男","否","60-64",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","彰化市","男","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","彰化市","男","否","60-64",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","福興鄉","男","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","福興鄉","男","否","60-64",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","線西鄉","男","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/16","彰化縣","線西鄉","男","否","60-64",1
"嚴重特殊傳染性肺炎","2020/02/18","台中市","大甲區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2020/02/18","台中市","大安區","男","否","30-34",2
"嚴重特殊傳染性肺炎","2020/02/18","台中市","大肚區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2020/02/18","台中市","大里區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2020/02/18","台中市","大雅區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2020/02/18","台中市","中區","男","否","30-34",2
"嚴重特殊傳染性肺炎","2020/02/18","台中市","太平區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2020/02/18","台中市","北屯區","男","否","30-34",2
"嚴重特殊傳染性肺炎","2020/02/18","台中市","北區","男","否","30-34",5
"嚴重特殊傳染性肺炎","2020/02/18","台中市","外埔區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2020/02/18","台中市","石岡區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2020/02/18","台中市","后里區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2020/02/18","台中市","西屯區","男","否","30-34",2
"嚴重特殊傳染性肺炎","2020/02/18","台中市","西區","男","否","30-34",3
"嚴重特殊傳染性肺炎","2020/02/18","台中市","沙鹿區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2020/02/18","台中市","其他","男","否","30-34",28
"嚴重特殊傳染性肺炎","2020/02/18","台中市","和平區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2020/02/18","台中市","東區","男","否","30-34",6
"嚴重特殊傳染性肺炎","2020/02/18","台中市","東勢區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2020/02/18","台中市","南屯區","男","否","30-34",2
"嚴重特殊傳染性肺炎","2020/02/18","台中市","南區","男","否","30-34",4
"嚴重特殊傳染性肺炎","2020/02/18","台中市","烏日區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2020/02/18","台中市","神岡區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2020/02/18","台中市","梧棲區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2020/02/18","台中市","清水區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2020/02/18","台中市","新社區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2020/02/18","台中市","潭子區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2020/02/18","台中市","龍井區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2020/02/18","台中市","豐原區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2020/02/18","台中市","霧峰區","男","否","30-34",1
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","二水鄉","女","否","70+",1
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","二林鎮","女","否","70+",1
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","大村鄉","女","否","70+",1
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","大城鄉","女","否","70+",1
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","北斗鎮","女","否","70+",1
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","永靖鄉","女","否","70+",1
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","田中鎮","女","否","70+",1
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","田尾鄉","女","否","70+",1
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","竹塘鄉","女","否","70+",1
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","伸港鄉","女","否","70+",1
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","秀水鄉","女","否","70+",1
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","其他","女","否","70+",28
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","和美鎮","女","否","70+",1
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","社頭鄉","女","否","70+",1
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","芳苑鄉","女","否","70+",1
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","花壇鄉","女","否","70+",1
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","芬園鄉","女","否","70+",1
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","埔心鄉","女","否","70+",1
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","埔鹽鄉","女","否","70+",1
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","埤頭鄉","女","否","70+",1
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","鹿港鎮","女","否","70+",1
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","溪州鄉","女","否","70+",1
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","溪湖鎮","女","否","70+",1
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","彰化市","女","否","70+",1
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","福興鄉","女","否","70+",1
"嚴重特殊傳染性肺炎","2020/02/18","彰化縣","線西鄉","女","否","70+",1
"嚴重特殊傳染性肺炎","2020/02/19","台中市","大甲區","女","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/19","台中市","大安區","女","否","55-59",2
"嚴重特殊傳染性肺炎","2020/02/19","台中市","大肚區","女","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/19","台中市","大里區","女","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/19","台中市","大雅區","女","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/19","台中市","中區","女","否","55-59",2
"嚴重特殊傳染性肺炎","2020/02/19","台中市","太平區","女","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/19","台中市","北屯區","女","否","55-59",2
"嚴重特殊傳染性肺炎","2020/02/19","台中市","北區","女","否","55-59",5
"嚴重特殊傳染性肺炎","2020/02/19","台中市","外埔區","女","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/19","台中市","石岡區","女","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/19","台中市","后里區","女","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/19","台中市","西屯區","女","否","55-59",2
"嚴重特殊傳染性肺炎","2020/02/19","台中市","西區","女","否","55-59",3
"嚴重特殊傳染性肺炎","2020/02/19","台中市","沙鹿區","女","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/19","台中市","其他","女","否","55-59",28
"嚴重特殊傳染性肺炎","2020/02/19","台中市","和平區","女","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/19","台中市","東區","女","否","55-59",6
"嚴重特殊傳染性肺炎","2020/02/19","台中市","東勢區","女","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/19","台中市","南屯區","女","否","55-59",2
"嚴重特殊傳染性肺炎","2020/02/19","台中市","南區","女","否","55-59",4
"嚴重特殊傳染性肺炎","2020/02/19","台中市","烏日區","女","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/19","台中市","神岡區","女","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/19","台中市","梧棲區","女","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/19","台中市","清水區","女","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/19","台中市","新社區","女","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/19","台中市","潭子區","女","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/19","台中市","龍井區","女","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/19","台中市","豐原區","女","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/19","台中市","霧峰區","女","否","55-59",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","八里區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","三芝區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","三重區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","三峽區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","土城區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","中和區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","五股區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","平溪區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","永和區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","石門區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","石碇區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","汐止區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","其他","女","否","65-69",28
"嚴重特殊傳染性肺炎","2020/02/20","新北市","坪林區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","林口區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","板橋區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","金山區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","泰山區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","烏來區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","貢寮區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","淡水區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","深坑區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","新店區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","新莊區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","瑞芳區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","萬里區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","樹林區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","雙溪區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","蘆洲區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/20","新北市","鶯歌區","女","否","65-69",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","八里區","女","否","20-24",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","八里區","女","否","40-44",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","三芝區","女","否","20-24",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","三芝區","女","否","40-44",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","三重區","女","否","20-24",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","三重區","女","否","40-44",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","三峽區","女","否","20-24",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","三峽區","女","否","40-44",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","土城區","女","否","20-24",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","土城區","女","否","40-44",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","中和區","女","否","20-24",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","中和區","女","否","40-44",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","五股區","女","否","20-24",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","五股區","女","否","40-44",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","平溪區","女","否","20-24",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","平溪區","女","否","40-44",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","永和區","女","否","20-24",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","永和區","女","否","40-44",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","石門區","女","否","20-24",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","石門區","女","否","40-44",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","石碇區","女","否","20-24",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","石碇區","女","否","40-44",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","汐止區","女","否","20-24",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","汐止區","女","否","40-44",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","其他","女","否","20-24",28
"嚴重特殊傳染性肺炎","2020/02/21","新北市","其他","女","否","40-44",28
"嚴重特殊傳染性肺炎","2020/02/21","新北市","坪林區","女","否","20-24",1
"嚴重特殊傳染性肺炎","2020/02/21","新北市","坪林區","女","否","40-44",1
